Q2_ufRISSD28XA_1_part_7.abc,0.3,0.8
Q4_YAAxPW1GB7w_0_part_3.abc,0.8,0.3
Q4_5J_zI7QE9W8_2_part_16.abc,0.8,0.3
Q2_3_MxhSS86oU_1_part_7.abc,0.3,0.8
Q1_doM_LWo-74A_2_part_12.abc,0.8,0.8
Q2_--2B4d4lQhs_0_part_3.abc,0.3,0.8
Q4_JxSU49jFKwM_1_part_1.abc,0.8,0.3
Q4_jCLgDtk695I_4_part_12.abc,0.8,0.3
Q3_ldCQ6N9G6Mk_2_part_8.abc,0.3,0.3
Q4_ltxNPJda7zE_1_part_5.abc,0.8,0.3
Q2_RiQMuhk_SuQ_3_part_6.abc,0.3,0.8
Q4_jNzZCplNNyY_0_part_10.abc,0.8,0.3
Q1_8rupdevqfuI_1_part_11.abc,0.8,0.8
Q2_qlbazHayULg_2_part_8.abc,0.3,0.8
Q3_UJcnNfeCN1c_0_part_3.abc,0.3,0.3
Q4_9v2WSpn4FCw_9_part_10.abc,0.8,0.3
Q1_1vjy9oMFa8c_5_part_15.abc,0.8,0.8
Q2_qlbazHayULg_10_part_13.abc,0.3,0.8
Q4_a5QCcwEjxAk_0_part_17.abc,0.8,0.3
Q2_ItGNJM6skM4_2_part_19.abc,0.3,0.8
Q2_ItGNJM6skM4_2_part_10.abc,0.3,0.8
Q3_02t1bj7ZABY_2_part_16.abc,0.3,0.3
Q1_eVMSeElk81Q_1_part_13.abc,0.8,0.8
Q4_HYVmgq5Y93g_1_part_14.abc,0.8,0.3
Q2_RiQMuhk_SuQ_1_part_16.abc,0.3,0.8
Q4_UbKAl4roB8k_0_part_16.abc,0.8,0.3
Q4_1Qc15G0ZHIg_0_part_4.abc,0.8,0.3
Q4_Ie5koh4qvJc_21_part_19.abc,0.8,0.3
Q1_FfwKrQyQ7WU_3_part_3.abc,0.8,0.8
Q2_--2B4d4lQhs_0_part_13.abc,0.3,0.8
Q2_Q5b5unyP8BM_1_part_10.abc,0.3,0.8
Q4_vJ77eDxHezE_0_part_15.abc,0.8,0.3
Q3_ii1Jw1-7Ka4_1_part_1.abc,0.3,0.3
Q3_wlOa1jkTn_U_1_part_17.abc,0.3,0.3
Q1_IH2KrGjKXw0_3_part_13.abc,0.8,0.8
Q4_u_7b9CwyM8Q_1_part_2.abc,0.8,0.3
Q1_sZe3IB1OVfw_0_part_10.abc,0.8,0.8
Q2_78C_TpQDvVE_0_part_4.abc,0.3,0.8
Q4_xgtwQGeB6_0_0_part_2.abc,0.8,0.3
Q4_yC0fAQxGgr0_1_part_6.abc,0.8,0.3
Q4_V3Y9L4UOcpk_1_part_8.abc,0.8,0.3
Q2_k-FNDbK6Qhg_2_part_14.abc,0.3,0.8
Q2_aYe-2Glruu4_2_part_13.abc,0.3,0.8
Q3_Ie5koh4qvJc_14_part_10.abc,0.3,0.3
Q3_zMa78n8ULtE_0_part_13.abc,0.3,0.3
Q4_UaYYMRkHMYc_1_part_1.abc,0.8,0.3
Q4_GAvPwG2wYZM_0_part_2.abc,0.8,0.3
Q4_xgtwQGeB6_0_0_part_13.abc,0.8,0.3
Q1_miqLU2739dk_1_part_11.abc,0.8,0.8
Q4_7yW9c7t8Hq0_0_part_1.abc,0.8,0.3
Q3_ItGNJM6skM4_0_part_21.abc,0.3,0.3
Q1_94ROf10d1iA_3_part_14.abc,0.8,0.8
Q4_hoPp_GLXQis_1_part_4.abc,0.8,0.3
Q2_EtAbPc20mn8_0_part_9.abc,0.3,0.8
Q2_P-We4q3goKU_3_part_20.abc,0.3,0.8
Q4_FoTXpYZXxJs_1_part_15.abc,0.8,0.3
Q2_ufRISSD28XA_1_part_9.abc,0.3,0.8
Q2_ivCNV47tsRw_3_part_17.abc,0.3,0.8
Q1_2Z9SjI131jA_13_part_14.abc,0.8,0.8
Q3_2v6gJi03LlA_1_part_20.abc,0.3,0.3
Q2_P-We4q3goKU_3_part_15.abc,0.3,0.8
Q3_1kny88W533Q_1_part_11.abc,0.3,0.3
Q3_vVTP0DOL_2Q_3_part_15.abc,0.3,0.3
Q4_v3Nl5rUxLqE_0_part_10.abc,0.8,0.3
Q2_sEQf5lcnj_o_1_part_14.abc,0.3,0.8
Q2_08t73Qgjkt4_2_part_29.abc,0.3,0.8
Q4_iXiSFSGws-c_2_part_12.abc,0.8,0.3
Q3_H6_7DjsbROQ_4_part_10.abc,0.3,0.3
Q3_9Xg69XrVaYU_1_part_7.abc,0.3,0.3
Q2_kKFwiXKlhC8_0_part_11.abc,0.3,0.8
Q3_fnqb8zqHqdY_1_part_11.abc,0.3,0.3
Q2_Dg935IbDggo_3_part_21.abc,0.3,0.8
Q4_JT1XJnVmABo_0_part_4.abc,0.8,0.3
Q1_zmZHNy9T8Pg_0_part_5.abc,0.8,0.8
Q4_KxlqB3j0zys_4_part_9.abc,0.8,0.3
Q3_TonQX8XbvX8_0_part_12.abc,0.3,0.3
Q4_vBHoSz8cJIE_3_part_17.abc,0.8,0.3
Q2_P-We4q3goKU_2_part_17.abc,0.3,0.8
Q1_im4Qxn3GQvo_0_part_14.abc,0.8,0.8
Q1_osxmQReE_2o_0_part_2.abc,0.8,0.8
Q2_ItGNJM6skM4_2_part_23.abc,0.3,0.8
Q4_1A9Hh2GrDTs_0_part_5.abc,0.8,0.3
Q1_k4dxAlI5N-k_0_part_3.abc,0.8,0.8
Q4_kfYaGryaGzI_0_part_19.abc,0.8,0.3
Q1_GY3f6ckBVkA_3_part_3.abc,0.8,0.8
Q2_nOIBJHkqrE8_1_part_10.abc,0.3,0.8
Q2_jTPXwbDtIpA_2_part_9.abc,0.3,0.8
Q2_iwxwLEvqeD8_1_part_10.abc,0.3,0.8
Q3_REq37pDAm3A_0_part_3.abc,0.3,0.3
Q3_D3onzY4MNxE_1_part_14.abc,0.3,0.3
Q1_e8NQ2NH0nc8_0_part_11.abc,0.8,0.8
Q4_vpTguZtJAFA_2_part_9.abc,0.8,0.3
Q3_K84TcgjCRt4_1_part_8.abc,0.3,0.3
Q3_16OaOpfOPZ0_0_part_1.abc,0.3,0.3
Q4_lvfNo4KOTmM_1_part_9.abc,0.8,0.3
Q1_biROWEwkDQQ_3_part_11.abc,0.8,0.8
Q1_94ROf10d1iA_0_part_8.abc,0.8,0.8
Q3_1Q3MoBFh6eU_0_part_3.abc,0.3,0.3
Q3_xIsvaT20pZ0_0_part_9.abc,0.3,0.3
Q4_aQ4PIaRMLwE_1_part_5.abc,0.8,0.3
Q3_D8Ed5PZXfF4_0_part_11.abc,0.3,0.3
Q4_g15aRCHUJEI_1_part_7.abc,0.8,0.3
Q2_UAm0aWvzFI8_1_part_2.abc,0.3,0.8
Q3_ZvD8QSO7NPw_2_part_5.abc,0.3,0.3
Q4_Y1F0c3zgMJo_0_part_19.abc,0.8,0.3
Q2_OCqMDeD6Fmc_1_part_13.abc,0.3,0.8
Q4_GAvPwG2wYZM_0_part_10.abc,0.8,0.3
Q2_dtS02mrDMsM_2_part_2.abc,0.3,0.8
Q3__vZOEQCYSaY_0_part_2.abc,0.3,0.3
Q1_dfNdpy8TUzA_1_part_5.abc,0.8,0.8
Q1_aYe-2Glruu4_3_part_11.abc,0.8,0.8
Q1_mX-xs3OVhTs_1_part_7.abc,0.8,0.8
Q2_yrvKReuwVlY_0_part_17.abc,0.3,0.8
Q2_f2BXXa7lPuE_1_part_9.abc,0.3,0.8
Q3_uj3Gif77SYM_8_part_6.abc,0.3,0.3
Q1_5NW0zDu6IYM_2_part_22.abc,0.8,0.8
Q1_k4dxAlI5N-k_0_part_22.abc,0.8,0.8
Q3_0EWWyyV7RJA_0_part_1.abc,0.3,0.3
Q2_08t73Qgjkt4_1_part_8.abc,0.3,0.8
Q4_rW1I58_lMEg_3_part_5.abc,0.8,0.3
Q3_4Er-eFHSHA4_3_part_15.abc,0.3,0.3
Q4_f2b4kpdw7_c_0_part_2.abc,0.8,0.3
Q2_DhnX54kOW8U_0_part_10.abc,0.3,0.8
Q2_08t73Qgjkt4_2_part_10.abc,0.3,0.8
Q1_osxmQReE_2o_0_part_3.abc,0.8,0.8
Q2_epX33OVpkmA_1_part_6.abc,0.3,0.8
Q2_9v2WSpn4FCw_8_part_1.abc,0.3,0.8
Q4_B3aRl8iTEKw_0_part_3.abc,0.8,0.3
Q4_Ie5koh4qvJc_4_part_20.abc,0.8,0.3
Q1_iFgSjUqI7iM_1_part_9.abc,0.8,0.8
Q4_g15aRCHUJEI_2_part_11.abc,0.8,0.3
Q2_b8HVQtIoBYU_0_part_3.abc,0.3,0.8
Q4_Xlv4PPGrRRs_1_part_10.abc,0.8,0.3
Q4_KxlqB3j0zys_4_part_12.abc,0.8,0.3
Q4_NP0lwB-_-og_0_part_4.abc,0.8,0.3
Q4_sA9ac1rod84_1_part_14.abc,0.8,0.3
Q2_UE0y8MHqT-g_2_part_16.abc,0.3,0.8
Q2_rEz0D3VohFA_2_part_20.abc,0.3,0.8
Q2_ItGNJM6skM4_2_part_22.abc,0.3,0.8
Q3_02t1bj7ZABY_1_part_14.abc,0.3,0.3
Q1_Fc1qk52SaKY_1_part_11.abc,0.8,0.8
Q4_f2b4kpdw7_c_0_part_4.abc,0.8,0.3
Q3_p2qihp_PnLY_0_part_8.abc,0.3,0.3
Q1_2Z9SjI131jA_7_part_10.abc,0.8,0.8
Q1_gwmVjvR-sVs_1_part_4.abc,0.8,0.8
Q3_X1p8xcarVu0_0_part_4.abc,0.3,0.3
Q4_jSWItJI-Gmk_1_part_17.abc,0.8,0.3
Q2_3ZnxqCZ7qGg_1_part_1.abc,0.3,0.8
Q3_wfXSdMsd4q8_4_part_19.abc,0.3,0.3
Q4_pkz8OkWhwnk_1_part_5.abc,0.8,0.3
Q3_-vAz_HTFEXs_1_part_9.abc,0.3,0.3
Q1_yFw_kO7DF-Y_1_part_6.abc,0.8,0.8
